	Transliteration	Normalized
25616	Ur-{d}Nirah-ta	UrNirah[]PN
25617	Ur-{d}Nisaba	UrNisaba[]PN
25618	Ur-{d}Nisaba-ta	UrNisaba[]PN
25619	Ur-{d}Nnaše	UrNnaše[]PN
25620	Ur-{d}Nu-maš-da	UrNumašda[]PN
25621	Ur-{d}Nu-muš-	UrNumuš[]PN
25622	Ur-{d}Nu-muš-da	UrNumušdak[]PN
25623	Ur-{d}Nu-muš-da-	UrNumušda[]PN
25624	Ur-{d}Nu-muš-da-ka-ke4	UrNumušdakak[]PN
25625	Ur-{d}Nu-muš-da-ke4	UrNumušdak[]PN
25626	Ur-{d}Nu-muš-da-me	UrNumušdame[]PN
25627	Ur-{d}Nu-muš-da-ta	UrNumušdak[]PN
25628	Ur-{d}Nu-ra-la-ta	UrNurala[]PN
25629	Ur-{d}Nu-umuš-muš-da	UrNumušmušda[]PN
25630	Ur-{d}Nu:muš-da	UrNumušda[]PN
25631	Ur-{d}Numuš-da	UrNumušda[]PN
25632	Ur-{d}Nun	UrNun[]PN
25633	Ur-{d}Nun-ga	UrNunga[]PN
25634	Ur-{d}Nun-gal	UrNungal[]PN
25635	Ur-{d}Nun-gal-da	UrNungalda[]PN
25636	Ur-{d}Nun-gal-ka	UrNungalka[]PN
25637	Ur-{d}Nun-gal-ka-kam	UrNungalkakam[]PN
25638	Ur-{d}Nun-gal-ka-ta	UrNungalka[]PN
25639	Ur-{d}Nun-gal-ke4	UrNungal[]PN
25640	Ur-{d}Nun-gal-me	UrNungalme[]PN
25641	Ur-{d}Nun-gal-ra	UrNungalra[]PN
25642	Ur-{d}Nun-gal-ta	UrNungal[]PN
25643	Ur-{d}Nun-gal-še3	UrNungal[]PN
25644	Ur-{d}Nun-gal2	UrNungal[]PN
25645	Ur-{d}Nun-muš-da	UrNunmušda[]PN
25646	Ur-{d}Nun-nuska	UrNunuska[]PN
25647	Ur-{d}Nuska	UrNuskak[]PN
25648	Ur-{d}Nuska-da	UrNuskada[]PN
25649	Ur-{d}Nuska-ka	UrNuskaka[]PN
25650	Ur-{d}Nuska-ke4	UrNuskak[]PN
25651	Ur-{d}Nuska-ra	UrNuskara[]PN
25652	Ur-{d}Nuska-ra-am3	UrNuskaram[]PN
25653	Ur-{d}Nuska-ta	UrNuskak[]PN
25654	Ur-{d}Nuska-še3	UrNuskak[]PN
25655	Ur-{d}PA	Ur.{d}PA[]PN
25656	Ur-{d}PAP-DU	Ur.{d}PAP.DU[]PN
25657	Ur-{d}PAP-mu-kuₓ(DU)	Ur.{d}PAP.mu.kuₓ(DU)[]PN
25658	Ur-{d}Pa-bil-sag	UrPabilsaŋ[]PN
25659	Ur-{d}Pa-bil2-sag	UrPabilsaŋ[]PN
25660	Ur-{d}Pa-bil2-sag-ka	UrPabilsaŋka[]PN
25661	Ur-{d}Pa-bil3	UrPabil[]PN
25662	Ur-{d}Pa-bil3-ga-mes	UrPabilgames[]PN
25663	Ur-{d}Pa-bil3-sag	UrPabilsaŋ[]PN
25664	Ur-{d}Pa-bil4-ga-mes	UrPabilgames[]PN
25665	Ur-{d}Pa4-mu-e	UrPamuʾe[]PN
25666	Ur-{d}Pa4-mu-ra	UrPamura[]PN
25667	Ur-{d}Pa4-u2-e	UrPaʾuʾe[]PN
25668	Ur-{d}Pirig	UrPiriŋ[]PN
25669	Ur-{d}Pirig3	UrPirig[]PN
25670	Ur-{d}Pirig3-an-dul3	UrPirigandul[]PN
25671	Ur-{d}SAR	Ur.{d}SAR[]PN
25672	Ur-{d}Sa-bi-an-ka	UrSabiʾanka[]PN
25673	Ur-{d}Sa6-sa6	UrSagsag[]PN
25674	Ur-{d}Sag-ku5	UrSaŋkud[]PN
25675	Ur-{d}Sag-ku5-ta	UrSaŋkud[]PN
25676	Ur-{d}Sag-tar	UrSaŋtar[]PN
25677	Ur-{d}Sag-tar-še3	UrSaŋtar[]PN
25678	Ur-{d}Sag-ub-ba{ki}-ka-še3	UrSaŋubaka[]SN
25679	Ur-{d}Sahar-AN	Ur.{d}Sahar.AN[]PN
25680	Ur-{d}Sahar-{d}Ba-u2	UrSaharBaʾu[]PN
25681	Ur-{d}Sahar-{d}Ba-u2-ka	UrSaharBaʾuka[]PN
25682	Ur-{d}Sahar-{d}Ba-u2-ka-am3	UrSaharBaʾukam[]PN
25683	Ur-{d}Sahar-{d}Ba-u2-ke4	UrSaharBaʾu[]PN
25684	Ur-{d}Sahar-{d}Ba-u2-ke4-ne	UrSaharBaʾukene[]PN
25685	Ur-{d}Sahar-{d}Ba-u2-ra	UrSaharBaʾura[]PN
25686	Ur-{d}Sahar-{d}Ba-u2-ta	UrSaharBaʾu[]PN
25687	Ur-{d}Sahar-{d}Ba-u2-še3	UrSaharBaʾu[]PN
25688	Ur-{d}Sahar{d}Ba-u2	UrSaharBaʾu[]PN
25689	Ur-{d}Saman3	UrSaman[]PN
25690	Ur-{d}Saman3-ta	UrSaman[]PN
25691	Ur-{d}Saman4	UrSaman[]PN
25692	Ur-{d}Saman4-ke4	UrSaman[]PN
25693	Ur-{d}Saman4-na	UrSamana[]PN
25694	Ur-{d}Saman4-na-ta	UrSamana[]PN
25695	Ur-{d}Saman4-ta	UrSaman[]PN
25696	Ur-{d}Saman4-še3	UrSaman[]PN
25697	Ur-{d}Samanₓ	UrSamanₓ[]PN
25698	Ur-{d}Samanₓ(|BU.NUN.ŠE.ŠE3|)-ka	Ur.{d}Samanₓ(|BU.NUN.ŠE.ŠE₃|).ka[]PN
25699	Ur-{d}Samanₓ(|ŠE.NUN.BU.E|)	Ur.{d}Samanₓ(|ŠE.NUN.BU.E|)[]PN
25700	Ur-{d}Samanₓ(|ŠE.NUN.ŠE3.BU|)	Ur.{d}Samanₓ(|ŠE.NUN.ŠE₃.BU|)[]PN
25701	Ur-{d}Samanₓ(|ŠE.NUN.ŠE3.BU|)-me	Ur.{d}Samanₓ(|ŠE.NUN.ŠE₃.BU|).me[]PN
25702	Ur-{d}Samanₓ(|ŠE.ŠE3.NIR|)	Ur.{d}Samanₓ(|ŠE.ŠE₃.NIR|)[]PN
25703	Ur-{d}Samanₓ(|ŠE.ŠE3.NUN.BU|)	Ur.{d}Samanₓ(|ŠE.ŠE₃.NUN.BU|)[]PN
25704	Ur-{d}Sar-lu2-hi-ke4	UrSarluhik[]PN
25705	Ur-{d}Sara2	UrSara[]PN
25706	Ur-{d}Sara2-ke4	UrSara[]PN
25707	Ur-{d}Si-an-na	UrSiʾana[]PN
25708	Ur-{d}Si-an-na-ta	UrSiʾana[]PN
25709	Ur-{d}Si-sa2	UrSisa[]PN
25710	Ur-{d}Si2-sa3	UrSisa[]PN
25711	Ur-{d}Si4-an	UrSiʾan[]PN
25712	Ur-{d}Si4-an-NI-ta	Ur.{d}Si₄.an.NI[]PN
25713	Ur-{d}Si4-an-na	UrSiʾanak[]PN
25714	Ur-{d}Si4-an-na-ka-še3	UrSiʾanaka[]PN
25715	Ur-{d}Si4-an-na-ke4	UrSiʾanak[]PN
25716	Ur-{d}Si4-an-na-ra	UrSiʾanara[]PN
25717	Ur-{d}Si4-an-na-ta	UrSiʾanak[]PN
25718	Ur-{d}Si4-an-na-še3	UrSiʾanak[]PN
25719	Ur-{d}Si4-an-ta	UrSiʾan[]PN
25720	Ur-{d}Si4-da	UrSida[]PN
25721	Ur-{d}Si4-da-ta	UrSida[]PN
25722	Ur-{d}Si4-nun-ka	UrSinunka[]PN
25723	Ur-{d}Simug	UrSimug[]PN
25724	Ur-{d}Sir2-sir2-ra	UrSirsira[]PN
25725	Ur-{d}Su4-da-ta	UrSuda[]PN
25726	Ur-{d}Sud3	UrSud[]PN
25727	Ur-{d}Sud3-da	UrSuda[]PN
25728	Ur-{d}Sud3-da-me	UrSudame[]PN
25729	Ur-{d}Suen	UrSuʾen[]PN
25730	Ur-{d}Suen-ka	UrSuʾenkak[]PN
25731	Ur-{d}Suen-ka-gen7	UrSuʾenkagen[]PN
25732	Ur-{d}Suen-ka-ke4	UrSuʾenkak[]PN
25733	Ur-{d}Suen-ka-ra	UrSuʾenkara[]PN
25734	Ur-{d}Suen-ka-še3	UrSuʾenkak[]PN
25735	Ur-{d}Suen-ke4	UrSuʾen[]PN
25736	Ur-{d}Suen-ke4-ne	UrSuʾenkene[]PN
25737	Ur-{d}Suen-me	UrSuʾenme[]PN
25738	Ur-{d}Suen-me-eš2	UrSuʾenmeš[]PN
25739	Ur-{d}Suen-na	UrSuʾena[]PN
25740	Ur-{d}Suen-na-ke4-ne	UrSuʾenakene[]PN
25741	Ur-{d}Suen-na-ke4-ne-ra	UrSuʾenakenera[]PN
25742	Ur-{d}Suen-na-ra	UrSuʾenara[]PN
25743	Ur-{d}Suen-ne	UrSuʾene[]PN
25744	Ur-{d}Suen-ra	UrSuʾenra[]PN
25745	Ur-{d}Suen-ta	UrSuʾen[]PN
25746	Ur-{d}Suen-še3	UrSuʾen[]PN
25747	Ur-{d}Suen-še3=TUG2	Ur.{d}Suʾen.še₃=TUG₂[]PN
25748	Ur-{d}Sukkal	UrSukal[]PN
25749	Ur-{d}Sul-gi-ra-ta	UrSulgira[]PN
25750	Ur-{d}Sumuqan	UrSumuqan[]PN
25751	Ur-{d}TUG2-ra	Ur.{d}TUG₂.ra[]PN
25752	Ur-{d}TUG2.AN-ka	Ur.{d}TUG₂.AN.ka[]PN
25753	Ur-{d}TUG2.AN-na	Ur.{d}TUG₂.AN.na[]PN
25754	Ur-{d}TUG2.MAH	Ur.{d}TUG₂.MAH[]PN
25755	Ur-{d}TUG2.MAH-ka	Ur.{d}TUG₂.MAH.ka[]PN
25756	Ur-{d}TUG2.MAH-ka-še3	Ur.{d}TUG₂.MAH.ka[]PN
25757	Ur-{d}TUG2.MAH-ta	Ur.{d}TUG₂.MAH[]PN
25758	Ur-{d}TUG2.MI	Ur.{d}TUG₂.MI[]PN
25759	Ur-{d}TUG2.NUN	Ur.{d}TUG₂.NUN[]PN
25760	Ur-{d}TUG2.NUN-ka	Ur.{d}TUG₂.NUN.ka[]PN
25761	Ur-{d}TUG2.NUN-ka-ka	Ur.{d}TUG₂.NUN.ka.ka[]PN
25762	Ur-{d}TUG2.NUN-ka-ta	Ur.{d}TUG₂.NUN.ka[]PN
25763	Ur-{d}TUG2.NUN.AN-ka	Ur.{d}TUG₂.NUN.AN.ka[]PN
25764	Ur-{d}TUG2.NUN.ŠE-an-ka	Ur.{d}TUG₂.NUN.ŠE.an.ka[]PN
25765	Ur-{d}TUN3.U2	Ur.{d}TUN₃.U₂[]PN
25766	Ur-{d}Tilla2	UrTila[]PN
25767	Ur-{d}Tišpak	UrTišpak[]PN
25768	Ur-{d}Tu-da-ke4	UrTudak[]PN
25769	Ur-{d}Tum-ma-al	UrTumal[]PN
25770	Ur-{d}U18-ša-u18	UrUšaʾu[]PN
25771	Ur-{d}U2.ŠA3.NI.NI	Ur.{d}U₂.ŠA₃.NI.NI[]PN
25772	Ur-{d}UDU	Ur.{d}UDU[]PN
25773	Ur-{d}UTU-MI	Ur.{d}UTU.MI[]PN
25774	Ur-{d}UZ3	Ur.{d}UZ₃[]PN
25775	Ur-{d}Ug5-ga	UrUga[]PN
25776	Ur-{d}Ur3-BAR.TAB	Ur.{d}Ur₃.BAR.TAB[]PN
25777	Ur-{d}Ur3-BAR.TAB-ke4	Ur.{d}Ur₃.BAR.TAB[]PN
25778	Ur-{d}Ur3-BAR×TAB	Ur.{d}Ur₃.BAR×TAB[]PN
25779	Ur-{d}Ur3-BAR×TAB-ta	Ur.{d}Ur₃.BAR×TAB[]PN
25780	Ur-{d}Ur3-bar+tab	UrUrbar+tab[]PN
25781	Ur-{d}Ur3-bar-tab	UrUrbartab[]PN
25782	Ur-{d}Ur3-bar-tab-ke4	UrUrbartab[]PN
25783	Ur-{d}Ur3-bar-tab-ta	UrUrbartab[]PN
25784	Ur-{d}Ur3-gal	UrUrgal[]PN
25785	Ur-{d}Ur3-ra	UrUra[]PN
25786	Ur-{d}Ur3-ur	UrUrur[]PN
25787	Ur-{d}Utu	UrUtuk[]PN
25788	Ur-{d}Utu-a2-dah	UrUtuʾadah[]PN
25789	Ur-{d}Utu-bi	UrUtubi[]PN
25790	Ur-{d}Utu-ge-na-ta	UrUtugena[]PN
25791	Ur-{d}Utu-ka	UrUtuka[]PN
25792	Ur-{d}Utu-ka-še3	UrUtuka[]PN
25793	Ur-{d}Utu-kam	UrUtukam[]PN
25794	Ur-{d}Utu-ke4	UrUtuk[]PN
25795	Ur-{d}Utu-lugal-LA2×SI	Ur.{d}Utu.lugal.LA₂×SI[]PN
25796	Ur-{d}Utu-me	UrUtume[]PN
25797	Ur-{d}Utu-me-eš2	UrUtumeš[]PN
25798	Ur-{d}Utu-nig2-lagar	UrUtuniŋlagar[]PN
25799	Ur-{d}Utu-ra	UrUtura[]PN
25800	Ur-{d}Utu-sig5	UrUtusig[]PN
25801	Ur-{d}Utu-ta	UrUtuk[]PN
25802	Ur-{d}Utu-še3	UrUtuk[]PN
25803	Ur-{d}Uš-da-ša	UrUšdaša[]PN
25804	Ur-{d}Uš-gid2-da	UrUšgida[]PN
25805	Ur-{d}Uš-mu	UrUšŋu[]PN
25806	Ur-{d}ZI	Ur.{d}ZI[]PN
25807	Ur-{d}Za-ba-ba	UrZababa[]PN
25808	Ur-{d}Za-ba4-ba4	UrZababa[]PN
25809	Ur-{d}Za-ba6-ba6	UrZababa[]PN
25810	Ur-{d}Za-hum	UrZahum[]PN
25811	Ur-{d}Za3-e3-ke4	UrZage[]PN
25812	Ur-{d}Zabalam3{ki}	UrZabalam[]SN
25813	Ur-{d}Zabalam4{ki}	UrZabalam[]SN
25814	Ur-{d}Zi-a	UrZiʾa[]PN
25815	Ur-{d}Zi3-da	UrZida[]PN
25816	Ur-{d}a-zi-a	UrAziʾa[]PN
25817	Ur-{d}a-zi-mu2-a	UrAzimuʾa[]PN
25818	Ur-{d}ab-u2	UrAbu[]PN
25819	Ur-{d}bil3-ga-mes-še3	UrBilgames[]PN
25820	Ur-{d}d-nisaba-ta	UrDnisaba[]PN
25821	Ur-{d}dD-mu	Ur.{d}DD.ŋu₁₀[]PN
25822	Ur-{d}da-mu	UrDaŋu[]PN
25823	Ur-{d}da-mu-me	UrDamume[]PN
25824	Ur-{d}da-ni	UrDanik[]PN
25825	Ur-{d}en-gal-du-du	UrEngaldudu[]PN
25826	Ur-{d}en-lil2-la2	UrEnlila[]PN
25827	Ur-{d}en-lil2-la2-ta	UrEnlila[]PN
25828	Ur-{d}eš3-du10-nun	UrEšdugnun[]PN
25829	Ur-{d}geštin-an-ka	UrŊeštinankak[]PN
25830	Ur-{d}gigir	UrGigir[]PN
25831	Ur-{d}ha-ia3	UrHaʾiʾa[]PN
25832	Ur-{d}hendur-sag	UrHendursaŋ[]PN
25833	Ur-{d}ig-alim	UrIgalim[]PN
25834	Ur-{d}ig-alim-ta	UrIgalim[]PN
25835	Ur-{d}igi-zi-bar-ra	UrIgizibara[]PN
25836	Ur-{d}inanna	UrInanak[]PN
25837	Ur-{d}iškur	UrIškur[]PN
25838	Ur-{d}iškur-še3	UrIškur[]PN
25839	Ur-{d}ištaran	UrIštaran[]PN
25840	Ur-{d}ištaran-ka	UrIštaranka[]PN
25841	Ur-{d}lamma	UrLamak[]PN
25842	Ur-{d}li9-si4	UrLisi[]PN
25843	Ur-{d}lugal-banda3	UrLugalbanda[]PN
25844	Ur-{d}lugal-eden-ka	UrLugaledenka[]PN
25845	Ur-{d}nigarₓ{gar}	UrNigarₓ[]PN
25846	Ur-{d}nin-gir2-su	UrNinŋirsuk[]PN
25847	Ur-{d}nin-gir2-su-ta	UrNinŋirsuk[]PN
25848	Ur-{d}nin-giš-zi-da	UrNinŋešzidak[]PN
25849	Ur-{d}nin-giš-zi-da-ta	UrNinŋešzidak[]PN
25850	Ur-{d}nin-tu	UrNintuk[]PN
25851	Ur-{d}nin-urta	UrNinurtak[]PN
25852	Ur-{d}nin-zu	UrNinzu[]PN
25853	Ur-{d}nin-šubur	UrNinšubur[]PN
25854	Ur-{d}nu-muš-da	UrNumušdak[]PN
25855	Ur-{d}nun-gal	UrNungal[]PN
25856	Ur-{d}su4-an-na	UrSuʾana[]PN
25857	Ur-{d}suen	UrSuʾen[]PN
25858	Ur-{d}ur3-bar-tab	UrUrbartab[]PN
25859	Ur-{d}utu	UrUtuk[]PN
25860	Ur-{d}ŠE-ri-da	Ur.{d}ŠE.ri.da[]PN
25861	Ur-{d}ŠE.AŠ.NUN.TU	Ur.{d}ŠE.AŠ.NUN.TU[]PN
25862	Ur-{d}ŠE3.E2	Ur.{d}ŠE₃.E₂[]PN
25863	Ur-{d}ŠE3.GIR3-še3	Ur.{d}ŠE₃.GIR₃[]PN
25864	Ur-{d}ŠU.EN.KA	Ur.{d}ŠU.EN.KA[]PN
25865	Ur-{d}Ša-u-ša	UrŠaʾuša[]PN
25866	Ur-{d}Ša-u18-ša	UrŠaʾušak[]PN
25867	Ur-{d}Ša-u18-ša-ke4	UrŠaʾušak[]PN
25868	Ur-{d}Ša-u18-ša-ta	UrŠaʾušak[]PN
25869	Ur-{d}Ša-u19-ša	UrŠaʾušak[]PN
25870	Ur-{d}Ša-u19-ša-ke4	UrŠaʾušak[]PN
25871	Ur-{d}Ša-u3-ša-ke4	UrŠaʾušak[]PN
25872	Ur-{d}Ša-uₓ(LU)-ša	Ur.{d}Ša.uₓ(LU).ša[]PN
25873	Ur-{d}Šakkan2	UrŠakan[]PN
25874	Ur-{d}Šakkan2-me	UrŠakanme[]PN
25875	Ur-{d}Šakkan2-na	UrŠakana[]PN
25876	Ur-{d}Šakkan2-ta	UrŠakan[]PN
25877	Ur-{d}Šakkan2-tur	UrŠakantur[]PN
25878	Ur-{d}Šaman4	UrŠaman[]PN
25879	Ur-{d}Šar-ru-gen7	UrŠarugen[]PN
25880	Ur-{d}Šar-ru-gen7-na	UrŠarugena[]PN
25881	Ur-{d}Šar2-ur3-ra	UrŠarura[]PN
25882	Ur-{d}Šara2	UrŠara[]PN
25883	Ur-{d}Šara2-i3-zu	UrŠaraʾizu[]PN
25884	Ur-{d}Šara2-ka	UrŠaraka[]PN
25885	Ur-{d}Šara2-ka-bi	UrŠarakabi[]PN
25886	Ur-{d}Šara2-ka-še3	UrŠaraka[]PN
25887	Ur-{d}Šara2-kam	UrŠarakam[]PN
25888	Ur-{d}Šara2-ke4	UrŠara[]PN
25889	Ur-{d}Šara2-ra	UrŠarara[]PN
25890	Ur-{d}Šara2-si	UrŠarasi[]PN
25891	Ur-{d}Šara2-ta	UrŠara[]PN
25892	Ur-{d}Šara2-še3	UrŠara[]PN
25893	Ur-{d}Še-il2-la	UrŠeʾila[]PN
25894	Ur-{d}Še-il2-la-ta	UrŠeʾila[]PN
25895	Ur-{d}Še-ri-da	UrŠerida[]PN
25896	Ur-{d}Še-ri5-da	UrŠeridak[]PN
25897	Ur-{d}Še-ri5-da-ke4	UrŠeridak[]PN
25898	Ur-{d}Še3-ri5-da	UrŠerida[]PN
25899	Ur-{d}Šir-gi4	UrŠirgi[]PN
25900	Ur-{d}Šl-pa-e3	UrŠlpaʾe[]PN
25901	Ur-{d}Šu-AN.-šu-ga-	Ur.{d}Šu.AN..šu.ga.[]PN
25902	Ur-{d}Šu-U+KWU_482a-ke4	Ur.{d}Šu.U+KWU_₄₈₂a.k[]PN
25903	Ur-{d}Šu-an-na	UrŠuʾana[]PN
25904	Ur-{d}Šu-bu-la	UrŠubula[]PN
25905	Ur-{d}Šu-bu-la-ta	UrŠubula[]PN
25906	Ur-{d}Šu-da	UrŠuda[]PN
25907	Ur-{d}Šu-ga-lam-ma	UrŠugalama[]PN
25908	Ur-{d}Šu-kal	UrŠukal[]PN
25909	Ur-{d}Šu-kal-la	UrŠukala[]PN
25910	Ur-{d}Šu-mah	UrŠumah[]PN
25911	Ur-{d}Šu-mah-ke4	UrŠumah[]PN
25912	Ur-{d}Šu-mah-ra	UrŠumahra[]PN
25913	Ur-{d}Šu-mah-ta	UrŠumah[]PN
25914	Ur-{d}Šu-mah-še3	UrŠumah[]PN
25915	Ur-{d}Šu-nir	UrŠunir[]PN
25916	Ur-{d}Šu-pa-e3	UrŠupaʾe[]PN
25917	Ur-{d}Šu-zi-an-ka	UrŠuziʾankak[]PN
25918	Ur-{d}Šu-zi-an-ka-ke4	UrŠuziʾankak[]PN
25919	Ur-{d}Šu-zi-an-na	UrŠuziʾana[]PN
25920	Ur-{d}Šu-{d}Suen	UrŠuSuʾen[]PN
25921	Ur-{d}Šu-{d}Suen-AN.KA	Ur{d}Šu{d}SuʾenAN.KA[]PN
25922	Ur-{d}Šu-{d}Suen-ka	UrŠuSuʾenka[]PN
25923	Ur-{d}Šu-{d}Suen-še3	UrŠuSuʾen[]PN
25924	Ur-{d}Šu-{d}Suen{ki}-še3	UrŠuSuʾen[]SN
25925	Ur-{d}Šu4-gan	UrŠugan[]PN
25926	Ur-{d}Šu4-gan-na	UrŠugana[]PN
25927	Ur-{d}Šuba3	UrŠuba[]PN
25928	Ur-{d}Šul-	UrŠul[]PN
25929	Ur-{d}Šul-gi	UrŠulgik[]PN
25930	Ur-{d}Šul-gi-ke4	UrŠulgik[]PN
25931	Ur-{d}Šul-gi-na-ra-am-{d}Suen	UrŠulginaramSuʾen[]PN
25932	Ur-{d}Šul-gi-ra	UrŠulgirak[]PN
25933	Ur-{d}Šul-gi-ra-ka	UrŠulgiraka[]PN
25934	Ur-{d}Šul-gi-ra-ke4	UrŠulgirak[]PN
25935	Ur-{d}Šul-gi-ra-ta	UrŠulgirak[]PN
25936	Ur-{d}Šul-gi-ta	UrŠulgik[]PN
25937	Ur-{d}Šul-gi-uru-mu-še3	UrŠulgiriŋu[]PN
25938	Ur-{d}Šul-gi-zi	UrŠulgizi[]PN
25939	Ur-{d}Šul-gir3	UrŠulŋiri[]PN
25940	Ur-{d}Šul-pa-	UrŠulpa[]PN
25941	Ur-{d}Šul-pa-e3	UrŠulpaʾe[]PN
25942	Ur-{d}Šul-pa-e3-	UrŠulpaʾe[]PN
25943	Ur-{d}Šul-pa-e3-DA-ta	Ur.{d}Šul.pa.e₃.DA[]PN
25944	Ur-{d}Šul-pa-e3-a	UrŠulpaʾeʾa[]PN
25945	Ur-{d}Šul-pa-e3-a-ta	UrŠulpaʾeʾa[]PN
25946	Ur-{d}Šul-pa-e3-da	UrŠulpaʾeda[]PN
25947	Ur-{d}Šul-pa-e3-e	UrŠulpaʾee[]PN
25948	Ur-{d}Šul-pa-e3-ka	UrŠulpaʾeka[]PN
25949	Ur-{d}Šul-pa-e3-ka-ta	UrŠulpaʾeka[]PN
25950	Ur-{d}Šul-pa-e3-kam	UrŠulpaʾekam[]PN
25951	Ur-{d}Šul-pa-e3-ke4	UrŠulpaʾe[]PN
25952	Ur-{d}Šul-pa-e3-ra	UrŠulpaʾera[]PN
25953	Ur-{d}Šul-pa-e3-ta	UrŠulpaʾe[]PN
25954	Ur-{d}Šul-pa-e3-še3	UrŠulpaʾe[]PN
25955	Ur-{d}Šul-pa-e3:ta	UrŠulpaʾeta[]PN
25956	Ur-{d}Šul-pa-e3UD.DU	Ur.{d}Šul.pa.e₃UD.DU[]PN
25957	Ur-{d}Šul-pa-e3UD.DU-ta	Ur.{d}Šul.pa.e₃UD.DU[]PN
25958	Ur-{d}Šul-pa:e3-ta	UrŠulpaʾe[]PN
25959	Ur-{d}Šul-utul12-ke4	UrŠulutul[]PN
25960	Ur-{d}Šul-utul12-ra	UrŠulutulra[]PN
25961	Ur-{d}Šul-ša3-ga-na-ta	UrŠulšagana[]PN
25962	Ur-{d}Šulpa-e3	UrŠulpaʾe[]PN
25963	Ur-{d}šu-{d}suen-ta	UrŠuSuʾen[]PN
25964	Ur-{d}šuba2	UrŠuba[]PN
25965	Ur-{d}šul-gi-ra	UrŠulgirak[]PN
25966	Ur-{d}šul-pa-e3	UrŠulpaʾe[]PN
25967	Ur-{d}šul-pa-e3-ke4	UrŠulpaʾe[]PN
25968	Ur-{d}šul-pa-e3-ta	UrŠulpaʾe[]PN
25969	Ur-{gišgigir	Ur{gišgigir[]PN
25970	Ur-{gišgigir-ta	Ur{gišgigir[]PN
25971	Ur-{giš}:dar-gag	Urdargag[]PN
25972	Ur-{giš}DAR-ni	Ur.{ŋeš}DAR.ni[]PN
25973	Ur-{giš}DAR.GAG	Ur.{ŋeš}DAR.GAG[]PN
25974	Ur-{giš}KU	Ur.{ŋeš}KU[]PN
25975	Ur-{giš}KU.GAR3-da	Ur.{ŋeš}KU.GAR₃.da[]PN
25976	Ur-{giš}apin-du3	Urapindu[]PN
25977	Ur-{giš}dar-gag	Urdargag[]PN
25978	Ur-{giš}dar-gag-a	Urdargaga[]PN
25979	Ur-{giš}gidri	Urgidri[]PN
25980	Ur-{giš}gigir	Urgigir[]PN
25981	Ur-{giš}gigir-da	Urgigirda[]PN
25982	Ur-{giš}gigir-gag	Urgigirgag[]PN
25983	Ur-{giš}gigir-gigir	Urgigirgigir[]PN
25984	Ur-{giš}gigir-ka	Urgigirkak[]PN
25985	Ur-{giš}gigir-ka-ka	Urgigirkaka[]PN
25986	Ur-{giš}gigir-ka-ke4	Urgigirkak[]PN
25987	Ur-{giš}gigir-ka-ra	Urgigirkara[]PN
25988	Ur-{giš}gigir-ka-ta	Urgigirkak[]PN
25989	Ur-{giš}gigir-ka-še3	Urgigirkak[]PN
25990	Ur-{giš}gigir-ke4	Urgigir[]PN
25991	Ur-{giš}gigir-me	Urgigirme[]PN
25992	Ur-{giš}gigir-ra	Urgigira[]PN
25993	Ur-{giš}gigir-ra-ka	Urgigiraka[]PN
25994	Ur-{giš}gigir-re	Urgigire[]PN
25995	Ur-{giš}gigir-ta	Urgigir[]PN
25996	Ur-{giš}gigir-še3	Urgigir[]PN
25997	Ur-{giš}giri	Urgiri[]PN
25998	Ur-{giš}gišnimbar	Urŋešnimbar[]PN
25999	Ur-{giš}gu-za	Urguza[]PN
26000	Ur-{giš}kiri6	Urkiri[]PN
26001	Ur-{giš}kiri6-ta	Urkiri[]PN
26002	Ur-{giš}sag-kul2	Ursaŋkul[]PN
26003	Ur-{giš}sag-kul2-ta	Ursaŋkul[]PN
26004	Ur-{giš}tukul	Urtukul[]PN
26005	Ur-{giš}tukul-gu-la	Urtukulgula[]PN
26006	Ur-{ki}Asar-lu2-hi-ta	Ur.{ki}Asar.lu₂.hi[]SN
26007	Ur-{u2}KWU_127	Ur.{u₂}KWU_₁₂₇[]PN
26008	Ur-{u2}KWU_127+LAGAB-ba	Ur.{u₂}KWU_₁₂₇+LAGAB.ba[]PN
26009	Ur-{u2}KWU_127-še3	Ur.{u₂}KWU_₁₂₇[]PN
26010	Ur-{u2}KWU_127.LAGAB	Ur.{u₂}KWU_₁₂₇.LAGAB[]PN
26011	Ur-{u2}KWU_127.LAGAB-še3	Ur.{u₂}KWU_₁₂₇.LAGAB[]PN
26012	Ur-{u2}KWU_127.NIGIN2	Ur.{u₂}KWU_₁₂₇.NIGIN₂[]PN
26013	Ur-{u2}KWU_127.SAR	Ur.{u₂}KWU_₁₂₇.SAR[]PN
26014	Ur-{u2}KWU_127.TUG2	Ur.{u₂}KWU_₁₂₇.TUG₂[]PN
26015	Ur-{u2}KWU_127.ŠE3	Ur.{u₂}KWU_₁₂₇.ŠE₃[]PN
26016	Ur-{u2}ninni5	Urnini[]PN
26017	Ur-{u2}ninni5-dab5-ba	Urninidaba[]PN
26018	Ur-{u2}ninnu5	Urninu[]PN
26019	Ur-{}ba-u2	Ur{}baʾu[]PN
26020	Ur-{še3}Šer7-da	Ur.{še₃}Šer₇.da[]PN
26021	Ur-ŠE3	Ur.ŠE₃[]PN
26022	Ur-Ša-u3-ša-ke4	Ur.Ša.u₃.ša.k[]PN
